Generated_StLouisPowerGrid/random0.graph,829,1396,1047,26,1,0.0384615
Generated_StLouisPowerGrid/random1.graph,829,1394,1046,22,1,0.0454545
Generated_StLouisPowerGrid/random10.graph,829,1397,1048,28,1,0.0357143
Generated_StLouisPowerGrid/random11.graph,829,1398,1049,24,1,0.0416667
Generated_StLouisPowerGrid/random12.graph,829,1398,1049,30,1,0.0333333
Generated_StLouisPowerGrid/random13.graph,829,1397,1048,22,1,0.0454545
Generated_StLouisPowerGrid/random14.graph,829,1395,1047,31,1,0.0322581
Generated_StLouisPowerGrid/random15.graph,829,1394,1046,21,1,0.047619
Generated_StLouisPowerGrid/random16.graph,829,1398,1049,27,1,0.037037
Generated_StLouisPowerGrid/random17.graph,829,1396,1047,25,1,0.04
Generated_StLouisPowerGrid/random18.graph,829,1395,1047,17,1,0.0588235
Generated_StLouisPowerGrid/random19.graph,829,1396,1047,21,1,0.047619
Generated_StLouisPowerGrid/random2.graph,829,1393,1045,22,1,0.0454545
Generated_StLouisPowerGrid/random20.graph,829,1398,1049,29,1,0.0344828
Generated_StLouisPowerGrid/random21.graph,829,1397,1048,24,1,0.0416667
Generated_StLouisPowerGrid/random22.graph,829,1396,1047,20,1,0.05
Generated_StLouisPowerGrid/random23.graph,829,1397,1048,19,1,0.0526316
Generated_StLouisPowerGrid/random24.graph,829,1397,1048,21,1,0.047619
Generated_StLouisPowerGrid/random25.graph,829,1397,1048,22,1,0.0454545
Generated_StLouisPowerGrid/random26.graph,829,1396,1047,24,1,0.0416667
Generated_StLouisPowerGrid/random27.graph,829,1397,1048,25,1,0.04
Generated_StLouisPowerGrid/random28.graph,829,1398,1049,19,1,0.0526316
Generated_StLouisPowerGrid/random29.graph,829,1397,1048,23,1,0.0434783
Generated_StLouisPowerGrid/random3.graph,829,1393,1045,30,1,0.0333333
Generated_StLouisPowerGrid/random30.graph,829,1394,1046,25,1,0.04
Generated_StLouisPowerGrid/random31.graph,829,1396,1047,22,1,0.0454545
Generated_StLouisPowerGrid/random32.graph,829,1397,1048,28,1,0.0357143
Generated_StLouisPowerGrid/random33.graph,829,1395,1047,29,1,0.0344828
Generated_StLouisPowerGrid/random34.graph,829,1396,1047,24,1,0.0416667
Generated_StLouisPowerGrid/random35.graph,829,1398,1049,16,1,0.0625
Generated_StLouisPowerGrid/random36.graph,829,1398,1049,21,1,0.047619
Generated_StLouisPowerGrid/random37.graph,829,1398,1049,25,1,0.04
Generated_StLouisPowerGrid/random38.graph,829,1395,1047,22,1,0.0454545
Generated_StLouisPowerGrid/random39.graph,829,1397,1048,22,1,0.0454545
